car_ID,etat_de_route,carburant,turbo,nombre_portes,type_vehicule,roues_motrices,emplacement_moteur,empattement,longueur_voiture,largeur_voiture,hauteur_voiture,poids_vehicule,type_moteur,nombre_cylindres,taille_moteur,systeme_carburant,taux_alésage,course,taux_compression,chevaux,tour_moteur,consommation_ville,consommation_autoroute,prix,marque,modele
102,0,essence,standard,quatre,berline,traction,avant,255.0,461.5,168.9,140.0,1403.86724,ohcv,six,181,mpfi,87.1,83.1,9.0,152,5200,13.84,10.69,13499.0,NISSAN,DAYZ
103,0,essence,standard,quatre,break,traction,avant,255.0,468.9,168.9,142.5,1495.039232,ohcv,six,181,mpfi,87.1,83.1,9.0,152,5200,13.84,10.69,14399.0,NISSAN,FUGA
104,0,essence,standard,quatre,berline,traction,avant,255.0,468.9,168.9,140.0,1387.99152,ohcv,six,181,mpfi,87.1,83.1,9.0,152,5200,12.38,9.41,13499.0,NISSAN,OTTI
105,3,essence,standard,deux,hayon,propulsion,avant,231.9,433.6,172.5,126.2,1392.981032,ohcv,six,181,mpfi,87.1,83.1,9.0,160,5200,12.38,9.41,17199.0,NISSAN,TEANA
106,3,essence,turbo,deux,hayon,propulsion,avant,231.9,433.6,172.5,126.2,1423.825288,ohcv,six,181,mpfi,87.1,83.1,7.8,200,5200,13.84,10.23,19699.0,NISSAN,KICKS
107,1,essence,standard,deux,hayon,propulsion,avant,252.0,453.4,172.5,126.2,1423.825288,ohcv,six,181,mpfi,87.1,83.1,9.0,160,5200,12.38,9.41,18399.0,NISSAN,CLIPPER
108,0,essence,standard,quatre,berline,propulsion,avant,274.1,474.2,173.7,144.0,1369.84784,l,quatre,120,mpfi,87.9,81.0,8.4,97,5000,12.38,9.8,11900.0,PEUGEOT,504
109,0,diesel,turbo,quatre,berline,propulsion,avant,274.1,474.2,173.7,144.0,1450.133624,l,quatre,152,idi,94.0,89.4,21.0,95,4150,8.4,7.13,13200.0,PEUGEOT,304
110,0,essence,standard,quatre,break,propulsion,avant,290.1,505.2,173.7,149.1,1465.10216,l,quatre,120,mpfi,87.9,81.0,8.4,97,5000,12.38,9.8,12440.0,PEUGEOT,504(SW)
111,0,diesel,turbo,quatre,break,propulsion,avant,290.1,505.2,173.7,149.1,1555.82056,l,quatre,152,idi,94.0,89.4,21.0,95,4150,9.41,9.41,13860.0,PEUGEOT,504
112,0,essence,standard,quatre,berline,propulsion,avant,274.1,474.2,173.7,144.0,1394.7954,l,quatre,120,mpfi,87.9,55.6,8.4,95,5000,12.38,9.8,15580.0,PEUGEOT,504
113,0,diesel,turbo,quatre,berline,propulsion,avant,274.1,474.2,173.7,144.0,1475.081184,l,quatre,152,idi,94.0,89.4,21.0,95,4150,8.4,7.13,16900.0,PEUGEOT,604SL
114,0,essence,standard,quatre,break,propulsion,avant,290.1,505.2,173.7,144.0,1490.04972,l,quatre,120,mpfi,87.9,55.6,8.4,95,5000,12.38,9.8,16695.0,PEUGEOT,504
115,0,diesel,turbo,quatre,break,propulsion,avant,290.1,505.2,173.7,149.1,1580.76812,l,quatre,152,idi,94.0,89.4,21.0,95,4150,9.41,9.41,17075.0,PEUGEOT,505STURBODIESEL
116,0,essence,standard,quatre,berline,propulsion,avant,274.1,474.2,173.7,144.0,1394.7954,l,quatre,120,mpfi,87.9,81.0,8.4,97,5000,12.38,9.8,16630.0,PEUGEOT,504
117,0,diesel,turbo,quatre,berline,propulsion,avant,274.1,474.2,173.7,144.0,1475.081184,l,quatre,152,idi,94.0,89.4,21.0,95,4150,8.4,7.13,17950.0,PEUGEOT,504
118,0,essence,turbo,quatre,berline,propulsion,avant,274.3,474.2,173.5,142.2,1419.74296,l,quatre,134,mpfi,91.7,81.5,7.0,142,5600,13.07,9.8,18150.0,PEUGEOT,604SL
119,1,essence,standard,deux,hayon,traction,avant,238.0,399.5,162.1,129.0,869.989456,ohc,quatre,90,2bbl,75.4,82.0,9.4,68,5500,6.36,5.74,5572.0,PLYMOUTH,FURYIII
120,1,essence,turbo,deux,hayon,traction,avant,238.0,399.5,162.1,129.0,965.243776,ohc,quatre,98,spdi,77.0,86.1,7.6,102,5500,9.8,7.84,7957.0,PLYMOUTH,CRICKET
121,1,essence,standard,quatre,hayon,traction,avant,238.0,399.5,162.1,128.5,892.215464,ohc,quatre,90,2bbl,75.4,82.0,9.4,68,5500,7.59,6.19,6229.0,PLYMOUTH,FURYIII
122,1,essence,standard,quatre,berline,traction,avant,238.0,424.9,162.1,129.0,902.194488,ohc,quatre,90,2bbl,75.4,82.0,9.4,68,5500,7.59,6.19,6692.0,PLYMOUTH,SATELLITECUSTOM(SW)
123,1,essence,standard,quatre,berline,traction,avant,238.0,424.9,162.1,129.0,993.820072,ohc,quatre,98,2bbl,75.4,82.0,9.4,68,5500,7.59,6.19,7609.0,PLYMOUTH,FURYGRANSEDAN
124,-1,essence,standard,quatre,break,traction,avant,262.4,443.5,164.1,151.9,1149.85572,ohc,quatre,122,2bbl,85.1,87.9,8.5,88,5000,9.8,7.84,8921.0,PLYMOUTH,VALIANT
125,3,essence,turbo,deux,hayon,propulsion,avant,243.6,439.9,168.4,127.5,1278.222256,ohc,quatre,156,spdi,91.2,98.0,7.0,145,5000,12.38,9.8,12764.0,PLYMOUTH,DUSTER
126,3,essence,standard,deux,hayon,propulsion,avant,240.0,429.0,173.5,127.5,1260.0785759999999,ohc,quatre,151,mpfi,100.1,79.0,9.5,143,5500,12.38,8.71,22018.0,PORSCHE,MACAN
127,3,essence,standard,deux,coupé fermé,propulsion,arrière,227.3,429.0,165.1,131.1,1250.099552,ohcf,six,194,mpfi,95.0,73.7,9.5,207,5900,13.84,9.41,32528.0,PORCSHCE,PANAMERA
128,3,essence,standard,deux,coupé fermé,propulsion,arrière,227.3,429.0,165.1,131.1,1250.099552,ohcf,six,194,mpfi,95.0,73.7,9.5,207,5900,13.84,9.41,34028.0,PORSCHE,CAYENNE
129,3,essence,standard,deux,cabriolet,propulsion,arrière,227.3,429.0,165.1,131.1,1270.0576,ohcf,six,194,mpfi,95.0,73.7,9.5,207,5900,13.84,9.41,37028.0,PORSCHE,BOXTER
130,1,essence,standard,deux,hayon,propulsion,avant,249.9,446.3,183.6,128.3,1526.790672,dohcv,eight,203,mpfi,100.1,79.0,10.0,288,5750,13.84,8.4,31400.5,PORSCHE,CAYENNE
131,0,essence,standard,quatre,break,traction,avant,244.1,461.0,168.9,140.2,1169.813768,ohc,quatre,132,mpfi,87.9,99.1,8.7,90,5100,10.23,7.59,9295.0,RENAULT,12TL
132,2,essence,standard,deux,hayon,traction,avant,244.1,449.1,169.2,128.3,1115.83632,ohc,quatre,132,mpfi,87.9,99.1,8.7,90,5100,10.23,7.59,9895.0,RENAULT,5GTL
133,3,essence,standard,deux,hayon,traction,avant,251.7,474.0,168.9,142.5,1205.647536,ohc,quatre,121,mpfi,89.9,78.0,9.31,110,5250,11.2,8.4,11850.0,SAAB,99E
134,2,essence,standard,quatre,berline,traction,avant,251.7,474.0,168.9,142.5,1222.43044,ohc,quatre,121,mpfi,89.9,78.0,9.3,110,5250,11.2,8.4,12170.0,SAAB,99LE
135,3,essence,standard,deux,hayon,traction,avant,251.7,474.0,168.9,142.5,1227.873544,ohc,quatre,121,mpfi,64.5,52.6,9.3,110,5250,11.2,8.4,15040.0,SAAB,99LE
136,2,essence,standard,quatre,berline,traction,avant,251.7,474.0,168.9,142.5,1251.006736,ohc,quatre,121,mpfi,89.9,78.0,9.3,110,5250,11.2,8.4,15510.0,SAAB,99GLE
137,3,essence,turbo,deux,hayon,traction,avant,251.7,474.0,168.9,142.5,1273.686336,dohc,quatre,121,mpfi,89.9,78.0,9.0,160,5500,12.38,9.05,18150.0,SAAB,99GLE
138,2,essence,turbo,quatre,berline,traction,avant,251.7,474.0,168.9,142.5,1291.376424,dohc,quatre,121,mpfi,89.9,78.0,9.0,160,5500,12.38,9.05,18620.0,SAAB,99E
140,2,essence,standard,deux,hayon,traction,avant,238.0,401.1,161.5,136.4,961.61504,ohcf,quatre,108,2bbl,91.9,67.1,8.7,73,4400,9.05,7.59,7053.0,SUBARU,DL
141,2,essence,standard,deux,hayon,quatre_roues_motrices,avant,237.0,399.5,162.1,141.5,1016.04608,ohcf,quatre,108,2bbl,91.9,67.1,8.7,73,4400,9.05,7.59,7603.0,SUBARU,DL
143,0,essence,standard,quatre,berline,traction,avant,246.9,436.9,166.1,133.4,993.36648,ohcf,quatre,108,2bbl,91.9,67.1,9.5,82,4400,8.4,7.13,7775.0,SUBARU,BRZ
144,0,essence,standard,quatre,berline,traction,avant,246.9,436.9,166.1,133.4,1061.40528,ohcf,quatre,108,mpfi,91.9,67.1,9.0,94,5200,9.05,7.35,9960.0,SUBARU,BAJA
145,0,essence,standard,quatre,berline,quatre_roues_motrices,avant,246.4,436.9,166.1,137.9,1081.81692,ohcf,quatre,108,2bbl,91.9,67.1,9.0,82,4800,9.8,9.41,9233.0,SUBARU,R1
146,0,essence,turbo,quatre,berline,quatre_roues_motrices,avant,246.4,436.9,166.1,137.9,1138.51592,ohcf,quatre,108,mpfi,91.9,67.1,7.7,111,4800,9.8,8.11,11259.0,SUBARU,R2
147,0,essence,standard,quatre,break,traction,avant,246.4,440.7,166.1,134.6,1038.72568,ohcf,quatre,108,2bbl,91.9,67.1,9.0,82,4800,8.4,7.35,7463.0,SUBARU,TREZIA
148,0,essence,standard,quatre,break,traction,avant,246.4,440.7,166.1,134.6,1113.56836,ohcf,quatre,108,mpfi,91.9,67.1,9.0,94,5200,9.41,7.59,10198.0,SUBARU,TRIBECA
149,0,essence,standard,quatre,break,quatre_roues_motrices,avant,246.1,440.9,166.1,139.4,1097.69264,ohcf,quatre,108,2bbl,91.9,67.1,9.0,82,4800,10.23,8.11,8013.0,SUBARU,DL
150,0,essence,turbo,quatre,break,quatre_roues_motrices,avant,246.1,440.9,166.1,139.4,1202.0188,ohcf,quatre,108,mpfi,91.9,67.1,7.7,111,4800,10.23,10.23,11694.0,SUBARU,DL
151,1,essence,standard,deux,hayon,traction,avant,243.1,403.1,161.5,138.4,900.38012,ohc,quatre,92,2bbl,77.5,77.0,9.0,62,4800,6.72,6.03,5348.0,TOYOTA,CORONAMARKII
152,1,essence,standard,deux,hayon,traction,avant,243.1,403.1,161.5,138.4,925.32768,ohc,quatre,92,2bbl,77.5,77.0,9.0,62,4800,7.59,6.19,6338.0,TOYOTA,CORONA
153,1,essence,standard,quatre,hayon,traction,avant,243.1,403.1,161.5,138.4,913.98788,ohc,quatre,92,2bbl,77.5,77.0,9.0,62,4800,7.59,6.19,6488.0,TOYOTA,COROLLA1200
154,0,essence,standard,quatre,break,traction,avant,243.1,431.0,161.5,150.1,1034.18976,ohc,quatre,92,2bbl,77.5,77.0,9.0,62,4800,7.59,6.36,6918.0,TOYOTA,CORONAHARDTOP
155,0,essence,standard,quatre,break,quatre_roues_motrices,avant,243.1,431.0,161.5,150.1,1038.72568,ohc,quatre,92,2bbl,77.5,77.0,9.0,62,4800,8.71,7.35,7898.0,TOYOTA,COROLLA1600(SW)
156,0,essence,standard,quatre,break,quatre_roues_motrices,avant,243.1,431.0,161.5,150.1,1410.67112,ohc,quatre,92,2bbl,77.5,77.0,9.0,62,4800,8.71,7.35,8778.0,TOYOTA,CARINA
157,0,essence,standard,quatre,berline,traction,avant,243.1,422.4,163.6,134.6,943.924952,ohc,quatre,98,2bbl,81.0,77.0,9.0,70,4800,7.84,6.36,6938.0,TOYOTA,MARKII
158,0,essence,standard,quatre,hayon,traction,avant,243.1,422.4,163.6,134.1,956.625528,ohc,quatre,98,2bbl,81.0,77.0,9.0,70,4800,7.84,6.36,7198.0,TOYOTA,COROLLA1200
159,0,diesel,standard,quatre,berline,traction,avant,243.1,422.4,163.6,134.6,1031.9218,ohc,quatre,110,idi,83.1,85.1,22.5,56,4500,6.92,6.53,7898.0,TOYOTA,CORONA
160,0,diesel,standard,quatre,hayon,traction,avant,243.1,422.4,163.6,134.1,1031.9218,ohc,quatre,110,idi,83.1,85.1,22.5,56,4500,6.19,5.0,7788.0,TOYOTA,COROLLA
161,0,essence,standard,quatre,berline,traction,avant,243.1,422.4,163.6,134.6,949.821648,ohc,quatre,98,2bbl,81.0,77.0,9.0,70,4800,6.19,5.0,7738.0,TOYOTA,CORONA
162,0,essence,standard,quatre,hayon,traction,avant,243.1,422.4,163.6,134.1,962.5222239999999,ohc,quatre,98,2bbl,81.0,77.0,9.0,70,4800,8.4,6.92,8358.0,TOYOTA,COROLLA
163,0,essence,standard,quatre,berline,traction,avant,243.1,422.4,163.6,134.1,970.68688,ohc,quatre,98,2bbl,81.0,77.0,9.0,70,4800,8.4,6.92,9258.0,TOYOTA,MARKII
164,1,essence,standard,deux,berline,propulsion,avant,240.0,428.5,162.6,133.6,983.841048,ohc,quatre,98,2bbl,81.0,77.0,9.0,70,4800,8.11,6.92,8058.0,TOYOTA,COROLLALIFTBACK
165,1,essence,standard,deux,hayon,propulsion,avant,240.0,428.5,162.6,133.6,999.716768,ohc,quatre,98,2bbl,81.0,77.0,9.0,70,4800,8.11,6.92,8238.0,TOYOTA,CORONA
166,1,essence,standard,deux,berline,propulsion,avant,240.0,428.5,162.6,133.6,1027.38588,dohc,quatre,98,mpfi,82.3,78.2,9.4,112,6600,9.05,8.11,9298.0,TOYOTA,CELICAGTLIFTBACK
167,1,essence,standard,deux,hayon,propulsion,avant,240.0,428.5,162.6,133.6,1043.2616,dohc,quatre,98,mpfi,82.3,78.2,9.4,112,6600,9.05,8.11,9538.0,TOYOTA,COROLLATERCEL
168,2,essence,standard,deux,coupé fermé,propulsion,avant,249.9,447.5,166.6,132.1,1152.12368,ohc,quatre,146,mpfi,91.9,88.9,9.3,116,4800,9.8,7.84,8449.0,TOYOTA,CORONALIFTBACK
169,2,essence,standard,deux,coupé fermé,propulsion,avant,249.9,447.5,166.6,132.1,1150.309312,ohc,quatre,146,mpfi,91.9,88.9,9.3,116,4800,9.8,7.84,9639.0,TOYOTA,COROLLA
170,2,essence,standard,deux,hayon,propulsion,avant,249.9,447.5,166.6,132.1,1157.113192,ohc,quatre,146,mpfi,91.9,88.9,9.3,116,4800,9.8,7.84,9989.0,TOYOTA,STARLET
171,2,essence,standard,deux,coupé fermé,propulsion,avant,249.9,447.5,166.6,132.1,1215.172968,ohc,quatre,146,mpfi,91.9,88.9,9.3,116,4800,9.8,7.84,11199.0,TOYOTA,TERCEL
172,2,essence,standard,deux,hayon,propulsion,avant,249.9,447.5,166.6,132.1,1231.048688,ohc,quatre,146,mpfi,91.9,88.9,9.3,116,4800,9.8,7.84,11549.0,TOYOTA,COROLLA
173,2,essence,standard,deux,cabriolet,propulsion,avant,249.9,447.5,166.6,134.6,1349.4362,ohc,quatre,146,mpfi,91.9,88.9,9.3,116,4800,9.8,7.84,17669.0,TOYOTA,CRESSIDA
174,-1,essence,standard,quatre,berline,traction,avant,260.1,446.0,168.9,139.4,1055.054992,ohc,quatre,122,mpfi,84.1,89.9,8.7,92,4200,8.11,6.92,8948.0,TOYOTA,COROLLA
175,-1,diesel,turbo,quatre,berline,traction,avant,260.1,446.0,168.9,139.4,1124.90816,ohc,quatre,110,idi,83.1,85.1,22.5,73,4500,7.84,7.13,10698.0,TOYOTA,CELICAGT
176,-1,essence,standard,quatre,hayon,traction,avant,260.1,446.0,168.9,136.9,1094.971088,ohc,quatre,122,mpfi,84.1,89.9,8.7,92,4200,8.71,7.35,9988.0,TOYOTA,CORONA
177,-1,essence,standard,quatre,berline,traction,avant,260.1,446.0,168.9,139.4,1094.971088,ohc,quatre,122,mpfi,84.1,89.9,8.7,92,4200,8.71,7.35,10898.0,TOYOTA,COROLLA
178,-1,essence,standard,quatre,hayon,traction,avant,260.1,446.0,168.9,136.9,1114.929136,ohc,quatre,122,mpfi,84.1,89.9,8.7,92,4200,8.71,7.35,11248.0,TOYOTA,MARKII
179,3,essence,standard,deux,hayon,propulsion,avant,261.4,466.1,172.0,132.1,1349.889792,dohc,six,171,mpfi,83.1,85.1,9.3,161,5200,11.76,9.8,16558.0,TOYOTA,COROLLALIFTBACK
180,3,essence,standard,deux,hayon,propulsion,avant,261.4,466.1,172.0,132.1,1368.033472,dohc,six,171,mpfi,83.1,85.1,9.3,161,5200,12.38,9.8,15998.0,TOYOTA,CORONA
181,-1,essence,standard,quatre,berline,propulsion,avant,265.4,477.0,168.9,137.4,1420.1965519999999,dohc,six,171,mpfi,83.1,85.1,9.2,156,5200,11.76,9.8,15690.0,TOYOTA,STARLET
182,-1,essence,standard,quatre,break,propulsion,avant,265.4,477.0,168.9,137.4,1429.268392,dohc,six,161,mpfi,83.1,85.1,9.2,156,5200,12.38,9.8,15750.0,TOYOUTA,TERCEL
183,2,diesel,standard,deux,berline,traction,avant,247.1,436.1,166.4,141.5,1025.571512,ohc,quatre,97,idi,76.5,86.4,23.0,52,4800,6.36,5.11,7775.0,VOKSWAGEN,RABBIT
184,2,essence,standard,deux,berline,traction,avant,247.1,436.1,166.4,141.5,1001.984728,ohc,quatre,109,mpfi,81.0,86.4,9.0,85,5250,8.71,6.92,7975.0,VOLKSWAGEN,1131DELUXESEDAN
185,2,diesel,standard,quatre,berline,traction,avant,247.1,436.1,166.4,141.5,1026.932288,ohc,quatre,97,idi,76.5,86.4,23.0,52,4800,6.36,5.11,7995.0,VOLKSWAGEN,MODEL111
186,2,essence,standard,quatre,berline,traction,avant,247.1,436.1,166.4,141.5,1003.345504,ohc,quatre,109,mpfi,81.0,86.4,9.0,85,5250,8.71,6.92,8195.0,VOLKSWAGEN,TYPE3
187,2,essence,standard,quatre,berline,traction,avant,247.1,436.1,166.4,141.5,1031.9218,ohc,quatre,109,mpfi,81.0,86.4,9.0,85,5250,8.71,6.92,8495.0,VOLKSWAGEN,411(SW)
188,2,diesel,turbo,quatre,berline,traction,avant,247.1,436.1,166.4,141.5,1051.879848,ohc,quatre,97,idi,76.5,86.4,23.0,68,4500,6.36,5.6,9495.0,VOLKSWAGEN,SUPERBEETLE
189,2,essence,standard,quatre,berline,traction,avant,247.1,436.1,166.4,141.5,1043.2616,ohc,quatre,109,mpfi,81.0,86.4,10.0,100,5500,9.05,7.35,9995.0,VOLKSWAGEN,DASHER
190,3,essence,standard,deux,cabriolet,traction,avant,240.0,404.6,163.1,141.2,1022.3963679999999,ohc,quatre,109,mpfi,81.0,86.4,8.5,90,5500,9.8,8.11,11595.0,VW,DASHER
191,3,essence,standard,deux,hayon,traction,avant,240.0,420.9,162.6,130.6,1007.427832,ohc,quatre,109,mpfi,81.0,86.4,8.5,90,5500,9.8,8.11,9980.0,VW,RABBIT
192,0,essence,standard,quatre,berline,traction,avant,255.0,457.7,169.9,140.0,1207.008312,ohc,five,136,mpfi,81.0,86.4,8.5,110,5500,12.38,9.8,13295.0,VOLKSWAGEN,RABBIT
193,0,diesel,turbo,quatre,berline,traction,avant,255.0,457.7,169.9,140.0,1169.813768,ohc,quatre,97,idi,76.5,86.4,23.0,68,4500,7.13,6.19,13845.0,VOLKSWAGEN,RABBITCUSTOM
194,0,essence,standard,quatre,break,traction,avant,255.0,465.1,169.9,140.0,1162.556296,ohc,quatre,109,mpfi,81.0,86.4,9.0,88,5500,9.41,7.59,12290.0,VOLKSWAGEN,DASHER
195,-2,essence,standard,quatre,berline,propulsion,avant,264.9,479.6,170.7,142.7,1320.859904,ohc,quatre,141,mpfi,96.0,80.0,9.5,114,5400,10.23,8.4,12940.0,VOLVO,145E(SW)
196,-1,essence,standard,quatre,break,propulsion,avant,264.9,479.6,170.7,146.0,1376.198128,ohc,quatre,141,mpfi,96.0,80.0,9.5,114,5400,10.23,8.4,13415.0,VOLVO,144EA
197,-2,essence,standard,quatre,berline,propulsion,avant,264.9,479.6,170.7,142.7,1331.29252,ohc,quatre,141,mpfi,96.0,80.0,9.5,114,5400,9.8,8.4,15985.0,VOLVO,244DL
198,-1,essence,standard,quatre,break,propulsion,avant,264.9,479.6,170.7,146.0,1379.826864,ohc,quatre,141,mpfi,96.0,80.0,9.5,114,5400,9.8,8.4,16515.0,VOLVO,245
199,-2,essence,turbo,quatre,berline,propulsion,avant,264.9,479.6,170.7,142.7,1381.1876399999999,ohc,quatre,130,mpfi,91.9,80.0,7.5,162,5100,13.84,10.69,18420.0,VOLVO,264GL
200,-1,essence,turbo,quatre,break,propulsion,avant,264.9,479.6,170.7,146.0,1431.989944,ohc,quatre,130,mpfi,91.9,80.0,7.5,162,5100,13.84,10.69,18950.0,VOLVO,DIESEL
201,-1,essence,standard,quatre,berline,propulsion,avant,277.1,479.6,175.0,141.0,1339.003584,ohc,quatre,141,mpfi,96.0,80.0,9.5,114,5400,10.23,8.4,16845.0,VOLVO,145E(SW)
202,-1,essence,turbo,quatre,berline,propulsion,avant,277.1,479.6,174.8,141.0,1383.002008,ohc,quatre,141,mpfi,96.0,80.0,8.7,160,5300,12.38,9.41,19045.0,VOLVO,144EA
203,-1,essence,standard,quatre,berline,propulsion,avant,277.1,479.6,175.0,141.0,1366.219104,ohcv,six,173,mpfi,90.9,72.9,8.8,134,5500,13.07,10.23,21485.0,VOLVO,244DL
204,-1,diesel,turbo,quatre,berline,propulsion,avant,277.1,479.6,175.0,141.0,1459.205464,ohc,six,145,idi,76.5,86.4,23.0,106,4800,9.05,8.71,22470.0,VOLVO,246
205,-1,essence,turbo,quatre,berline,propulsion,avant,277.1,479.6,175.0,141.0,1388.898704,ohc,quatre,141,mpfi,96.0,80.0,9.5,114,5400,12.38,9.41,22625.0,VOLVO,264GL
